City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
0,Severo-Kurilsk,RU,50.6789,156.125,35.64,63,59,26.42,broken clouds,2021-11-16 01:46:34
1,Serenje,ZM,-13.2325,30.2352,60.94,75,1,4.03,clear sky,2021-11-16 01:46:35
2,New Norfolk,AU,-42.7826,147.0587,56.75,61,96,3.0,overcast clouds,2021-11-16 01:46:35
3,Punta Arenas,CL,-53.15,-70.9167,44.71,65,20,17.27,few clouds,2021-11-16 01:46:35
4,Chancay,PE,-11.5714,-77.2672,66.33,83,99,6.31,overcast clouds,2021-11-16 01:46:36
5,Saldanha,ZA,-33.0117,17.9442,63.0,89,62,9.33,broken clouds,2021-11-16 01:46:36
6,Lompoc,US,34.6391,-120.4579,65.1,90,90,3.44,mist,2021-11-16 01:46:37
7,Xiaoshi,CN,41.2971,124.1209,32.02,46,0,0.6,clear sky,2021-11-16 01:46:37
8,Ushuaia,AR,-54.8,-68.3,44.26,65,75,21.85,broken clouds,2021-11-16 01:46:37
9,Cherskiy,RU,68.75,161.3,14.56,85,100,6.35,overcast clouds,2021-11-16 01:46:38
10,Albany,US,42.6001,-73.9662,38.75,78,13,1.99,light rain,2021-11-16 01:46:39
11,Tuktoyaktuk,CA,69.4541,-133.0374,-5.8,84,20,8.05,few clouds,2021-11-16 01:46:40
12,Jamestown,US,42.097,-79.2353,38.52,100,90,4.0,mist,2021-11-16 01:46:41
13,Bella Union,UY,-30.2752,-57.6007,76.12,57,23,2.98,few clouds,2021-11-16 01:46:41
14,Constitucion,CL,-35.3333,-72.4167,56.03,55,0,13.96,clear sky,2021-11-16 01:45:57
15,Hilo,US,19.7297,-155.09,84.27,86,90,12.66,light rain,2021-11-16 01:43:14
16,Coquimbo,CL,-29.9533,-71.3436,58.73,77,0,6.91,clear sky,2021-11-16 01:46:42
17,Kodiak,US,57.79,-152.4072,24.31,63,1,3.44,clear sky,2021-11-16 01:46:43
18,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,88,75,14.2,broken clouds,2021-11-16 01:46:43
19,Bell Ville,AR,-32.6259,-62.6887,67.8,88,71,19.66,broken clouds,2021-11-16 01:46:43
20,Maragogi,BR,-9.0122,-35.2225,78.6,81,51,11.25,broken clouds,2021-11-16 01:46:44
21,Bredasdorp,ZA,-34.5322,20.0403,61.29,83,100,5.97,light rain,2021-11-16 01:46:44
22,Lagoa,PT,39.05,-27.9833,66.16,85,0,17.38,clear sky,2021-11-16 01:46:45
23,Cabo San Lucas,MX,22.8909,-109.9124,83.5,74,100,2.93,overcast clouds,2021-11-16 01:46:23
24,Chuy,UY,-33.6971,-53.4616,65.95,91,2,9.86,light rain,2021-11-16 01:46:45
25,Qaanaaq,GL,77.484,-69.3632,1.9,83,100,9.48,overcast clouds,2021-11-16 01:46:46
26,Hobart,AU,-42.8794,147.3294,57.11,59,75,1.99,broken clouds,2021-11-16 01:46:46
27,Cape Town,ZA,-33.9258,18.4232,67.08,79,75,4.61,broken clouds,2021-11-16 01:41:58
28,Kapaa,US,22.0752,-159.319,82.38,77,75,1.01,broken clouds,2021-11-16 01:46:47
29,Avarua,CK,-21.2078,-159.775,77.05,78,20,4.61,few clouds,2021-11-16 01:46:47
30,Teya,RU,60.3778,92.6267,12.27,95,100,2.62,light snow,2021-11-16 01:46:48
31,Fort Nelson,CA,58.8053,-122.7002,13.59,92,90,8.05,light snow,2021-11-16 01:46:19
32,Bengkulu,ID,-3.8004,102.2655,81.37,68,97,1.63,overcast clouds,2021-11-16 01:46:48
33,Klaksvik,FO,62.2266,-6.589,49.12,93,100,37.83,overcast clouds,2021-11-16 01:46:49
34,Port Elizabeth,ZA,-33.918,25.5701,64.69,77,20,19.57,few clouds,2021-11-16 01:46:49
35,Kourou,GF,5.1552,-52.6478,82.11,86,34,6.49,scattered clouds,2021-11-16 01:46:49
36,Carnarvon,AU,-24.8667,113.6333,71.67,68,40,12.66,scattered clouds,2021-11-16 01:46:50
37,Cidreira,BR,-30.1811,-50.2056,69.3,86,36,25.21,scattered clouds,2021-11-16 01:46:50
38,Tiksi,RU,71.6872,128.8694,-7.89,92,100,5.93,overcast clouds,2021-11-16 01:46:51
39,Grootfontein,NA,-19.5667,18.1167,69.37,49,85,5.75,overcast clouds,2021-11-16 01:46:51
40,Alofi,NU,-19.0595,-169.9187,82.29,51,40,14.97,scattered clouds,2021-11-16 01:46:52
41,Mercedes,AR,-34.6515,-59.4307,72.64,84,99,6.38,overcast clouds,2021-11-16 01:46:52
42,Paita,PE,-5.0892,-81.1144,63.37,85,87,11.27,overcast clouds,2021-11-16 01:46:52
43,Arraial Do Cabo,BR,-22.9661,-42.0278,71.35,73,90,22.1,overcast clouds,2021-11-16 01:46:53
44,Mataura,NZ,-46.1927,168.8643,56.91,56,99,11.3,overcast clouds,2021-11-16 01:46:53
45,Turukhansk,RU,65.8167,87.9833,-10.41,98,99,6.67,overcast clouds,2021-11-16 01:46:54
46,Matara,LK,5.9485,80.5353,79.79,87,100,12.24,heavy intensity rain,2021-11-16 01:46:54
47,Hambantota,LK,6.1241,81.1185,77.34,100,20,5.75,few clouds,2021-11-16 01:46:54
48,Provideniya,RU,64.3833,-173.3,19.51,73,90,15.66,light snow,2021-11-16 01:46:55
49,Toora-Khem,RU,52.4675,96.11,24.44,88,100,10.16,light snow,2021-11-16 01:46:55
50,Grand Forks,US,47.9417,-97.4337,30.78,90,90,13.8,overcast clouds,2021-11-16 01:42:47
51,De Aar,ZA,-30.6497,24.0123,71.35,30,3,5.53,clear sky,2021-11-16 01:46:56
52,Mahebourg,MU,-20.4081,57.7,75.25,83,20,6.91,few clouds,2021-11-16 01:46:56
53,Torbay,CA,47.6666,-52.7314,42.58,94,90,14.97,overcast clouds,2021-11-16 01:46:20
54,Taveta,KE,-3.3963,37.6736,71.19,88,71,3.6,broken clouds,2021-11-16 01:46:57
55,Moree,AU,-29.4667,149.85,75.22,25,0,14.97,clear sky,2021-11-16 01:46:57
56,Gizo,SB,-8.103,156.8419,85.59,69,100,7.31,overcast clouds,2021-11-16 01:46:58
57,Sao Filipe,CV,14.8961,-24.4956,76.33,77,100,4.85,overcast clouds,2021-11-16 01:46:58
58,Margate,GB,51.3813,1.3862,50.88,82,47,5.03,scattered clouds,2021-11-16 01:46:59
59,Okha,RU,53.5739,142.9478,26.33,80,100,17.52,light snow,2021-11-16 01:46:59
60,Bukama,CD,-9.2,25.85,68.5,94,100,3.65,overcast clouds,2021-11-16 01:47:00
61,Clyde River,CA,70.4692,-68.5914,5.18,79,100,4.16,overcast clouds,2021-11-16 01:47:00
62,Srednekolymsk,RU,67.45,153.6833,8.04,95,100,6.8,overcast clouds,2021-11-16 01:47:00
63,Dikson,RU,73.5069,80.5464,-12.75,98,69,4.74,broken clouds,2021-11-16 01:47:01
64,Castro,BR,-24.7911,-50.0119,59.13,94,27,5.59,scattered clouds,2021-11-16 01:47:02
65,Labytnangi,RU,66.6572,66.4183,4.5,94,100,5.84,overcast clouds,2021-11-16 01:47:02
66,Finnsnes,NO,69.2296,17.9811,40.96,98,100,5.86,overcast clouds,2021-11-16 01:47:03
67,Iralaya,HN,15.0,-83.2333,78.13,87,96,11.63,overcast clouds,2021-11-16 01:47:03
68,Longyearbyen,SJ,78.2186,15.6401,21.04,63,75,23.02,broken clouds,2021-11-16 01:47:04
69,Hermanus,ZA,-34.4187,19.2345,62.91,86,100,6.22,overcast clouds,2021-11-16 01:47:04
70,Laguna,US,38.421,-121.4238,64.0,89,90,1.99,mist,2021-11-16 01:44:11
71,Rikitea,PF,-23.1203,-134.9692,73.35,88,99,12.59,light rain,2021-11-16 01:47:05
72,Kahului,US,20.8947,-156.47,81.97,81,75,18.41,light rain,2021-11-16 01:47:05
73,Lapua,FI,62.9693,23.0088,39.88,91,86,8.55,overcast clouds,2021-11-16 01:47:06
74,Okhotsk,RU,59.3833,143.3,15.84,83,38,15.37,scattered clouds,2021-11-16 01:47:06
75,Pirapozinho,BR,-22.2753,-51.5,78.28,36,0,5.75,clear sky,2021-11-16 01:47:07
76,Nizhniy Tsasuchey,RU,50.5167,115.1333,30.22,46,94,1.5,overcast clouds,2021-11-16 01:47:07
77,Balkanabat,TM,39.5108,54.3671,51.69,67,100,6.78,overcast clouds,2021-11-16 01:44:22
78,Bethel,US,41.3712,-73.414,43.11,76,90,1.99,overcast clouds,2021-11-16 01:47:08
79,Los Banos,PH,14.1667,121.1833,86.79,72,92,11.23,overcast clouds,2021-11-16 01:47:08
80,Upernavik,GL,72.7868,-56.1549,0.86,69,10,7.07,clear sky,2021-11-16 01:47:09
81,Cap Malheureux,MU,-19.9842,57.6142,75.47,76,56,3.0,broken clouds,2021-11-16 01:47:09
82,Yellowknife,CA,62.456,-114.3525,13.41,95,75,5.75,broken clouds,2021-11-16 01:46:34
83,Komsomolskiy,UZ,40.4272,71.7189,34.52,80,11,6.91,mist,2021-11-16 01:47:10
84,Seoul,KR,37.5683,126.9778,51.24,61,0,2.3,clear sky,2021-11-16 01:47:10
85,Hamilton,US,39.1834,-84.5333,39.07,87,90,4.61,overcast clouds,2021-11-16 01:43:21
86,Santa Ines,BR,-3.6667,-45.38,75.67,88,65,3.0,broken clouds,2021-11-16 01:47:11
87,Fairbanks,US,64.8378,-147.7164,-2.24,78,90,0.0,light snow,2021-11-16 01:43:49
88,Zabol,AF,32.25,67.25,37.31,36,3,4.99,clear sky,2021-11-16 01:47:11
89,Hameenlinna,FI,60.996,24.4643,41.02,93,100,8.75,overcast clouds,2021-11-16 01:47:12
90,Bluff,NZ,-46.6,168.3333,52.84,68,82,27.45,light rain,2021-11-16 01:47:12
91,Kosh-Agach,RU,50.0,88.6667,6.62,63,16,2.62,few clouds,2021-11-16 01:47:13
92,Huarmey,PE,-10.0681,-78.1522,64.38,85,45,8.7,scattered clouds,2021-11-16 01:47:13
93,Lokoja,NG,7.8024,6.743,77.4,73,38,3.29,scattered clouds,2021-11-16 01:47:13
94,Poum,NC,-20.2333,164.0167,80.47,77,60,16.24,broken clouds,2021-11-16 01:47:14
95,Manama,BH,26.2154,50.5832,73.38,74,0,3.44,clear sky,2021-11-16 01:47:14
96,Maniitsoq,GL,65.4167,-52.9,13.53,85,100,9.62,overcast clouds,2021-11-16 01:47:15
97,Oussouye,SN,12.485,-16.5469,77.18,76,77,6.98,broken clouds,2021-11-16 01:47:15
98,Mar Del Plata,AR,-38.0023,-57.5575,64.42,100,90,5.75,overcast clouds,2021-11-16 01:44:02
99,Atuona,PF,-9.8,-139.0333,78.24,74,27,12.37,scattered clouds,2021-11-16 01:47:16
100,Hofn,IS,64.2539,-15.2082,40.75,73,51,32.03,light rain,2021-11-16 01:47:16
101,Ponta Do Sol,PT,32.6667,-17.1,66.83,67,100,4.09,overcast clouds,2021-11-16 01:47:17
102,Nome,US,64.5011,-165.4064,8.67,56,1,3.44,clear sky,2021-11-16 01:47:17
103,Gat,IL,31.61,34.7642,63.39,62,65,0.69,broken clouds,2021-11-16 01:47:18
104,Ostrovnoy,RU,68.0531,39.5131,27.97,97,100,2.24,light snow,2021-11-16 01:47:18
105,Santa Lucia,ES,27.9117,-15.5407,58.32,73,20,9.22,few clouds,2021-11-16 01:47:18
106,Sapulpa,US,35.9987,-96.1142,61.2,71,1,0.0,clear sky,2021-11-16 01:46:09
107,La Ronge,CA,55.1001,-105.2842,28.65,93,90,10.36,mist,2021-11-16 01:47:19
108,Luderitz,NA,-26.6481,15.1594,63.5,71,11,13.85,few clouds,2021-11-16 01:47:19
109,Buraydah,SA,26.326,43.975,64.85,43,6,9.19,clear sky,2021-11-16 01:47:20
110,Virginia Beach,US,36.8529,-75.978,48.22,61,1,6.91,clear sky,2021-11-16 01:47:20
111,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,41,20,24.61,few clouds,2021-11-16 01:47:20
112,Thompson,CA,55.7435,-97.8558,26.76,93,90,0.0,light snow,2021-11-16 01:47:21
113,Sena Madureira,BR,-9.0656,-68.6569,75.65,91,100,2.33,overcast clouds,2021-11-16 01:47:21
114,Kovernino,RU,57.1253,43.8142,24.01,90,98,11.9,overcast clouds,2021-11-16 01:47:22
115,Airai,TL,-8.9266,125.4092,74.37,47,44,4.23,scattered clouds,2021-11-16 01:47:22
116,Puerto Ayora,EC,-0.7393,-90.3518,67.51,84,27,7.92,scattered clouds,2021-11-16 01:47:22
117,Saint-Philippe,RE,-21.3585,55.7679,74.75,82,66,3.47,broken clouds,2021-11-16 01:47:23
118,Leningradskiy,RU,69.3833,178.4167,10.31,97,97,9.69,overcast clouds,2021-11-16 01:47:23
119,Lebu,CL,-37.6167,-73.65,51.58,75,0,21.0,clear sky,2021-11-16 01:47:24
120,Mlonggo,ID,-6.5333,110.7,79.2,80,100,2.66,light rain,2021-11-16 01:47:24
121,Hithadhoo,MV,-0.6,73.0833,82.54,72,72,16.13,broken clouds,2021-11-16 01:47:25
122,Energetik,RU,51.7445,58.7934,8.82,92,16,6.04,few clouds,2021-11-16 01:47:25
123,Busselton,AU,-33.65,115.3333,70.79,59,8,3.13,clear sky,2021-11-16 01:47:26
124,Azoyu,MX,16.7167,-98.7333,72.61,83,1,2.82,clear sky,2021-11-16 01:47:26
125,Naze,JP,28.3667,129.4833,70.72,55,1,9.91,clear sky,2021-11-16 01:47:05
126,Kouango,CF,4.9934,19.9619,71.65,95,100,3.67,overcast clouds,2021-11-16 01:47:27
127,Khatanga,RU,71.9667,102.5,-26.7,100,100,2.82,overcast clouds,2021-11-16 01:47:27
128,Villa Carlos Paz,AR,-31.4241,-64.4978,73.89,67,72,1.01,broken clouds,2021-11-16 01:46:41
129,Nanortalik,GL,60.1432,-45.2371,19.36,62,0,31.45,clear sky,2021-11-16 01:47:28
130,Talnakh,RU,69.4865,88.3972,2.25,96,100,12.15,light snow,2021-11-16 01:47:28
131,Tual,ID,-5.6667,132.75,83.98,70,69,10.22,broken clouds,2021-11-16 01:47:29
132,Faanui,PF,-16.4833,-151.75,80.87,74,100,10.47,moderate rain,2021-11-16 01:47:29
133,Ballina,AU,-28.8667,153.5667,81.79,44,94,9.22,overcast clouds,2021-11-16 01:47:30
134,Xining,CN,36.6167,101.7667,30.67,45,100,2.93,overcast clouds,2021-11-16 01:47:31
135,Vaini,TO,-21.2,-175.2,82.56,78,20,11.5,few clouds,2021-11-16 01:47:31
136,Yerbogachen,RU,61.2767,108.0108,7.32,99,84,3.91,broken clouds,2021-11-16 01:47:31
137,Betanzos,ES,43.2804,-8.2147,55.09,87,0,1.14,clear sky,2021-11-16 01:47:32
138,Dickson,US,36.077,-87.3878,50.92,59,20,13.8,few clouds,2021-11-16 01:42:33
139,Sola,VU,-13.8833,167.55,80.82,76,100,10.54,overcast clouds,2021-11-16 01:47:32
140,Meulaboh,ID,4.1363,96.1285,79.66,83,96,4.23,overcast clouds,2021-11-16 01:47:33
141,Kruisfontein,ZA,-34.0033,24.7314,61.88,72,100,11.92,overcast clouds,2021-11-16 01:47:33
142,Vestmannaeyjar,IS,63.4427,-20.2734,40.64,71,100,31.05,overcast clouds,2021-11-16 01:47:34
143,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,76,75,3.0,broken clouds,2021-11-16 01:47:34
144,Dourbali,TD,11.8091,15.8632,82.02,13,100,8.01,overcast clouds,2021-11-16 01:47:34
145,Pimentel,PE,-6.8367,-79.9342,63.7,84,68,12.8,broken clouds,2021-11-16 01:47:35
146,Puerto Escondido,MX,15.85,-97.0667,77.56,71,2,3.13,clear sky,2021-11-16 01:47:35
147,Bemidji,US,47.4736,-94.8803,31.17,90,90,10.36,overcast clouds,2021-11-16 01:47:36
148,Faya,SA,18.3851,42.4509,57.72,83,0,2.57,clear sky,2021-11-16 01:47:36
149,Yulara,AU,-25.2406,130.9889,80.44,18,0,8.05,clear sky,2021-11-16 01:47:36
150,Innisfail,AU,-17.5333,146.0333,92.88,64,35,7.99,scattered clouds,2021-11-16 01:47:37
151,Olafsvik,IS,64.8945,-23.7142,39.31,80,92,23.69,light rain,2021-11-16 01:47:37
152,Pascagoula,US,30.3658,-88.5561,59.02,98,1,0.0,clear sky,2021-11-16 01:46:20
153,Shakawe,BW,-18.3667,21.85,75.58,46,100,4.05,overcast clouds,2021-11-16 01:47:38
154,Ozernovskiy,RU,51.5,156.5167,34.88,64,100,23.91,light rain,2021-11-16 01:47:38
155,Sitka,US,57.0531,-135.33,35.49,80,20,5.75,few clouds,2021-11-16 01:47:39
156,Kargasok,RU,59.0556,80.8572,9.48,89,100,11.41,overcast clouds,2021-11-16 01:47:39
157,Itarema,BR,-2.9248,-39.9167,80.35,78,10,15.1,clear sky,2021-11-16 01:47:39
158,Araouane,ML,18.9048,-3.5265,73.0,30,34,10.02,scattered clouds,2021-11-16 01:47:40
159,Husavik,IS,66.0449,-17.3389,37.31,75,24,16.93,few clouds,2021-11-16 01:47:40
160,Ust-Tsilma,RU,65.441,52.1498,23.43,95,100,6.04,light snow,2021-11-16 01:47:41
161,Te Anau,NZ,-45.4167,167.7167,46.83,92,100,8.86,overcast clouds,2021-11-16 01:47:41
162,Namatanai,PG,-3.6667,152.4333,79.14,83,100,6.15,overcast clouds,2021-11-16 01:47:42
163,Bandarbeyla,SO,9.4942,50.8122,75.79,75,93,7.14,overcast clouds,2021-11-16 01:47:42
164,Meadow Lake,US,34.8014,-106.5436,62.08,38,15,0.69,few clouds,2021-11-16 01:47:42
165,Saskylakh,RU,71.9167,114.0833,-27.47,100,86,3.49,overcast clouds,2021-11-16 01:47:43
166,Mizdah,LY,31.4451,12.9801,57.69,33,0,4.25,clear sky,2021-11-16 01:47:43
167,Urusha,RU,54.05,122.9,19.22,61,8,1.23,clear sky,2021-11-16 01:47:44
168,The Valley,AI,18.217,-63.0578,82.26,67,0,21.81,clear sky,2021-11-16 01:47:44
169,Necochea,AR,-38.5473,-58.7368,55.04,81,85,22.26,light rain,2021-11-16 01:47:44
170,Deputatskiy,RU,69.3,139.9,-1.66,98,100,3.04,overcast clouds,2021-11-16 01:47:45
171,Avera,US,33.194,-82.5271,55.27,39,0,5.5,clear sky,2021-11-16 01:47:45
172,Belaya Gora,RU,68.5333,146.4167,3.06,96,100,2.71,light snow,2021-11-16 01:47:46
173,Kavieng,PG,-2.5744,150.7967,81.3,80,100,12.21,light rain,2021-11-16 01:47:46
174,Rio Grande,BR,-32.035,-52.0986,69.94,88,6,18.32,clear sky,2021-11-16 01:43:56
175,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,14.97,mist,2021-11-16 01:47:47
176,Portland,US,45.5234,-122.6762,49.95,89,90,3.0,overcast clouds,2021-11-16 01:46:58
177,Traverse City,US,44.7631,-85.6206,37.58,79,75,4.61,broken clouds,2021-11-16 01:44:13
178,Barrow,US,71.2906,-156.7887,1.42,78,90,16.11,haze,2021-11-16 01:47:48
179,Saint Anthony,US,45.0205,-93.218,32.31,77,1,1.99,clear sky,2021-11-16 01:47:48
180,Chara,RU,56.9064,118.2631,13.19,83,79,0.65,broken clouds,2021-11-16 01:47:49
181,Khani,GE,41.9563,42.9566,40.57,97,97,4.9,overcast clouds,2021-11-16 01:47:49
182,Ouesso,CG,1.6136,16.0517,70.09,99,100,0.6,overcast clouds,2021-11-16 01:47:50
183,Kaitangata,NZ,-46.2817,169.8464,65.93,39,100,13.31,overcast clouds,2021-11-16 01:47:50
184,Caravelas,BR,-17.7125,-39.2481,70.9,77,100,8.1,overcast clouds,2021-11-16 01:47:51
185,Mana,GF,5.6592,-53.7767,78.04,87,71,7.11,broken clouds,2021-11-16 01:47:51
186,Conceicao Da Barra,BR,-18.5933,-39.7322,68.07,77,23,5.23,few clouds,2021-11-16 01:47:51
187,Saurimo,AO,-9.6608,20.3916,63.23,96,100,3.78,overcast clouds,2021-11-16 01:47:52
188,Sioux Lookout,CA,50.1001,-91.917,25.18,99,54,3.29,broken clouds,2021-11-16 01:47:53
189,Alford,GB,57.2326,-2.703,49.66,89,100,3.56,overcast clouds,2021-11-16 01:47:53
190,Hokitika,NZ,-42.7167,170.9667,55.11,70,83,19.93,broken clouds,2021-11-16 01:47:53
191,Trybukhivtsi,UA,49.0436,25.4581,36.45,81,3,14.63,clear sky,2021-11-16 01:47:54
192,Agadir,MA,30.4202,-9.5982,57.65,77,0,6.87,clear sky,2021-11-16 01:47:54
193,Usevya,TZ,-7.1,31.2333,72.55,66,95,3.22,overcast clouds,2021-11-16 01:47:55
194,Wajir,KE,1.7471,40.0573,76.89,73,84,10.69,broken clouds,2021-11-16 01:47:55
195,Half Moon Bay,US,37.4636,-122.4286,62.94,89,1,4.61,mist,2021-11-16 01:47:55
196,Esperance,AU,-33.8667,121.9,76.84,48,93,11.01,light rain,2021-11-16 01:47:56
197,Aklavik,CA,68.2191,-135.0107,0.43,93,100,6.98,overcast clouds,2021-11-16 01:47:56
198,General Roca,AR,-39.0333,-67.5833,54.0,50,2,14.2,clear sky,2021-11-16 01:47:57
199,Ancud,CL,-41.8697,-73.8203,45.93,82,9,5.64,clear sky,2021-11-16 01:47:57
200,Along,IN,28.1667,94.7667,63.63,59,34,1.21,scattered clouds,2021-11-16 01:47:57
201,Kawalu,ID,-7.3817,108.2082,77.11,83,98,1.79,overcast clouds,2021-11-16 01:47:58
202,Fuerte,PH,17.5381,120.3644,85.37,63,74,3.96,light rain,2021-11-16 01:47:58
203,Tasiilaq,GL,65.6145,-37.6368,24.96,62,17,11.48,few clouds,2021-11-16 01:47:59
204,Port Lincoln,AU,-34.7333,135.8667,60.04,54,92,8.72,overcast clouds,2021-11-16 01:47:59
205,Buala,SB,-8.145,159.5921,86.92,64,100,6.38,light rain,2021-11-16 01:48:00
206,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.16,75,51,11.88,broken clouds,2021-11-16 01:48:00
207,Georgetown,MY,5.4112,100.3354,84.13,85,20,1.99,few clouds,2021-11-16 01:45:13
208,Korla,CN,41.7597,86.1469,34.05,44,9,2.98,clear sky,2021-11-16 01:48:01
209,Port Blair,IN,11.6667,92.75,81.43,82,100,10.33,overcast clouds,2021-11-16 01:48:01
210,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,80,75,10.09,broken clouds,2021-11-16 01:48:01
211,San Jose,US,37.3394,-121.895,63.09,81,90,0.0,haze,2021-11-16 01:46:32
212,Zhezkazgan,KZ,47.8043,67.7144,27.28,79,100,6.49,snow,2021-11-16 01:48:02
213,Giddalur,IN,15.35,78.9167,74.43,94,100,4.79,overcast clouds,2021-11-16 01:48:02
214,Hasaki,JP,35.7333,140.8333,63.28,72,96,12.71,overcast clouds,2021-11-16 01:48:03
215,Dharur,IN,18.8167,76.1167,71.35,81,100,10.2,overcast clouds,2021-11-16 01:48:04
216,Bambous Virieux,MU,-20.3428,57.7575,75.22,83,20,6.91,few clouds,2021-11-16 01:48:04
217,Altay,CN,47.8667,88.1167,22.71,90,100,2.91,overcast clouds,2021-11-16 01:48:04
218,Saint George,US,37.1041,-113.5841,68.34,33,1,1.99,clear sky,2021-11-16 01:46:19
219,Dubbo,AU,-32.25,148.6167,64.53,42,90,12.66,overcast clouds,2021-11-16 01:48:05
220,Port Alfred,ZA,-33.5906,26.891,62.6,84,86,15.39,overcast clouds,2021-11-16 01:48:05
221,Abu Kamal,SY,34.4506,40.9171,65.32,50,100,4.36,overcast clouds,2021-11-16 01:48:06
222,Port Hardy,CA,50.6996,-127.4199,42.8,93,75,9.22,light intensity shower rain,2021-11-16 01:46:19
223,Oktyabrskiy,RU,54.4815,53.471,7.14,97,81,3.31,broken clouds,2021-11-16 01:48:06
224,Havelock,US,34.8791,-76.9013,51.75,74,1,0.0,clear sky,2021-11-16 01:48:07
225,Alice Springs,AU,-23.7,133.8833,78.35,21,0,11.5,clear sky,2021-11-16 01:48:07
226,Saint-Pierre,RE,-21.3393,55.4781,74.84,60,0,6.91,light rain,2021-11-16 01:48:07
227,Gannan,CN,47.9147,123.5031,31.89,66,4,6.04,clear sky,2021-11-16 01:48:08
228,Port Macquarie,AU,-31.4333,152.9167,71.89,42,4,14.34,clear sky,2021-11-16 01:48:08
229,Sabang,ID,5.8933,95.3214,81.36,74,100,7.78,overcast clouds,2021-11-16 01:48:08
230,Madras,IN,13.0878,80.2785,78.96,95,40,0.0,mist,2021-11-16 01:44:54
231,Tilichiki,RU,60.4667,166.1,20.12,94,68,7.76,broken clouds,2021-11-16 01:48:09
232,Geraldton,AU,-28.7667,114.6,72.01,64,75,11.5,broken clouds,2021-11-16 01:48:10
233,Codrington,AU,-38.2667,141.9667,55.36,62,100,7.96,overcast clouds,2021-11-16 01:48:10
234,Erenhot,CN,43.6475,111.9767,26.35,72,5,8.14,clear sky,2021-11-16 01:48:11
235,Touros,BR,-5.1989,-35.4608,81.5,74,47,15.23,scattered clouds,2021-11-16 01:48:11
236,Krasnorechenskiy,RU,44.6265,135.3532,29.44,67,3,12.17,clear sky,2021-11-16 01:48:12
237,Jumla,NP,29.2747,82.1838,44.51,20,0,3.56,clear sky,2021-11-16 01:48:12
238,Bathsheba,BB,13.2167,-59.5167,81.21,74,20,21.85,few clouds,2021-11-16 01:48:13
239,Jiuquan,CN,39.7432,98.5174,35.87,24,29,2.55,scattered clouds,2021-11-16 01:48:13
240,Khuzhir,RU,53.1939,107.3397,33.55,72,100,12.06,overcast clouds,2021-11-16 01:48:14
241,Sinnamary,GF,5.3833,-52.95,78.6,85,32,8.34,scattered clouds,2021-11-16 01:48:14
242,Bereda,ES,43.2686,-7.5406,54.91,89,98,5.3,overcast clouds,2021-11-16 01:48:15
243,Baruun-Urt,MN,46.6806,113.2792,27.48,47,48,12.17,scattered clouds,2021-11-16 01:48:15
244,Acapulco,MX,16.8634,-99.8901,80.42,78,1,2.3,clear sky,2021-11-16 01:48:15
245,Columbus,US,39.9612,-82.9988,39.22,81,90,6.91,overcast clouds,2021-11-16 01:47:15
246,Boralday,KZ,43.3578,76.8594,22.86,100,90,2.24,fog,2021-11-16 01:48:16
247,Middle Valley,US,35.1959,-85.1847,48.65,73,20,0.0,few clouds,2021-11-16 01:48:16
248,Adrar,MR,20.5022,-10.0711,71.67,31,80,9.17,broken clouds,2021-11-16 01:48:17
249,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.79,100,90,13.8,overcast clouds,2021-11-16 01:48:17
250,Redmond,US,47.674,-122.1215,48.54,80,83,1.01,broken clouds,2021-11-16 01:45:16
251,Marshall,US,34.3834,-86.3333,51.94,71,1,5.75,clear sky,2021-11-16 01:48:18
252,Nikolskoye,RU,59.7035,30.7861,32.88,77,7,10.33,clear sky,2021-11-16 01:48:18
253,Yatou,CN,37.15,122.3833,53.02,51,0,5.73,clear sky,2021-11-16 01:48:19
254,Morros,BR,-9.4467,-46.3003,71.06,92,97,1.77,overcast clouds,2021-11-16 01:48:19
255,Yar-Sale,RU,66.8333,70.8333,3.36,97,89,7.78,overcast clouds,2021-11-16 01:48:20
256,Byron Bay,AU,-28.65,153.6167,81.72,39,83,8.32,broken clouds,2021-11-16 01:48:13
257,Bangkal,PH,6.0667,121.0667,81.39,79,98,4.61,overcast clouds,2021-11-16 01:48:20
258,Merauke,ID,-8.4667,140.3333,82.65,76,99,7.9,moderate rain,2021-11-16 01:48:21
259,Paso De Los Toros,UY,-32.8167,-56.5167,69.94,86,81,9.95,broken clouds,2021-11-16 01:48:21
260,Yala,TH,6.3333,101.25,82.6,84,100,1.39,overcast clouds,2021-11-16 01:48:22
261,Ajdabiya,LY,30.7554,20.2263,66.47,73,99,7.99,overcast clouds,2021-11-16 01:48:22
262,Friesach,AT,46.9553,14.4058,44.98,94,100,2.44,overcast clouds,2021-11-16 01:48:23
263,Cheremukhovo,RU,60.3484,59.9851,16.59,77,100,7.81,overcast clouds,2021-11-16 01:48:23
